#Study : Study 28-03-17 19h04m
#Date : 20170328 19:12:37
#Version : 6.3.6059.1
#TestRunDate : 20170328 19:08:01.306 (-04:00)
#Tracker : Model-Tobii T60, Freq-60Hz, Screen Size(cms)-{Width=33.7, Height=27}, Screen Res-{Width=1920, Height=1080}, Distance(Resp)-60cm 

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	TimeSignal	GazeLeftx	GazeLefty	GazeRightx	GazeRighty	PupilLeft	PupilRight	DistanceLeft	DistanceRight	CameraLeftX	CameraLeftY	CameraRightX	CameraRightY	ValidityLeft	ValidityRight	GazeX	GazeY	GazeAOI	InterpolatedGazeX	InterpolatedGazeY	GazeEventType	GazeVelocityAngle	SaccadeSeq	SaccadeStart	SaccadeDuration	FixationSeq	FixationX	FixationY	FixationStart	FixationDuration	FixationAOI	PostMarker	Annotation	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816042		14636	701	359	942	457	4.46579	4.609085	764.3264	765.7498	0.689348	0.5683007	0.547358	0.5885648	0	0	822	408		822	408		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816073		14669	712	354	973	422	4.431244	4.578934	764.3267	765.7881	0.6897085	0.5684133	0.5476876	0.5884174	0	0	842	388		842	388		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816105		14701	564	352	826	441	4.498047	4.549408	764.4786	765.5718	0.6904082	0.5685074	0.5483493	0.587959	0	0	695	396		695	396		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816138		14733	631	331	915	386	4.436508	4.542191	764.4191	765.7687	0.6904426	0.5683116	0.5484923	0.5876274	0	0	773	358		773	358		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816170		14765	616	332	891	397	4.427475	4.587585	764.3951	765.7695	0.6905382	0.5681863	0.5485511	0.5873458	0	0	754	364		754	364		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816202		14797	629	323	892	423	4.457397	4.589951	764.3561	765.7266	0.6905739	0.5679455	0.5485666	0.5869251	0	0	760	373		760	373		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816234		14829	632	314	-1	-1	4.468277	-1	764.358	-1	0.6905955	0.5676138	0.5468426	0.5855891	0	0	632	314		632	314		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816267		14861	630	300	890	418	4.477753	4.55127	764.4346	765.8857	0.690594	0.5673903	0.5485284	0.5863528	0	0	760	359		760	359		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816299		14893	621	315	32	686	4.447968	4.478317	764.4115	754.8671	0.690619	0.5672083	0.5465935	0.5848464	0	0	326	500		326	500		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816331		14926	633	322	-1	-1	4.465424	-1	764.4575	-1	0.6907909	0.5671728	0.5469029	0.5848767	0	0	633	322		633	322		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816353		14958	635	313	-1	-1	4.443558	-1	764.4083	-1	0.6909623	0.5672064	-1	-1	0	4	635	313		635	313		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816387		14991	812	238	-1	-1	4.452377	-1	764.1973	-1	0.6905729	0.5671067	0.5464642	0.5843557	0	0	812	238		812	238		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816419		15016	1271	18	1514	235	4.371719	4.461014	764.0811	766.4063	0.6886761	0.5662432	0.5469491	0.5848386	0	0	1392	126		1392	126		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816451		15046	-1	-1	1871	93	-1	4.42305	-1	767.4035	0.6870427	0.5656122	0.54594	0.5846609	0	0	1871	93		1871	93		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816483		15078	-1	-1	1892	106	-1	4.402374	-1	767.2777	0.6870419	0.5655537	0.5458886	0.5846289	0	0	1892	106		1892	106		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816515		15111	-1	-1	1850	131	-1	4.393234	-1	767.0715	0.6870421	0.5654646	0.5456095	0.5843287	0	0	1850	131		1850	131		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816549		15143	-1	-1	1855	111	-1	4.460251	-1	766.8922	0.6872063	0.5653749	0.5457095	0.5841645	0	0	1855	111		1855	111		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816582		15176	-1	-1	1858	97	-1	4.442291	-1	766.7682	0.6874385	0.5652968	0.545848	0.5839832	0	0	1858	97		1858	97		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816614		15209	-1	-1	1869	111	-1	4.421021	-1	766.7365	0.6876935	0.5652168	0.5461031	0.5837059	0	0	1869	111		1869	111		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816648		15242	-1	-1	1862	92	-1	4.434052	-1	766.6053	0.6880096	0.5650254	0.5463055	0.5834703	0	0	1862	92		1862	92		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816679		15274	-1	-1	1875	115	-1	4.465363	-1	766.5559	0.6882523	0.5650048	0.5465279	0.5833218	0	0	1875	115		1875	115		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816712		15307	-1	-1	1872	114	-1	4.41748	-1	766.4472	0.6884171	0.5650398	0.5466488	0.5833098	0	0	1872	114		1872	114		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816745		15339	-1	-1	1851	94	-1	4.50174	-1	766.4256	0.6886243	0.5651619	0.5467625	0.5833877	0	0	1851	94		1851	94		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816777		15371	-1	-1	1871	103	-1	4.533539	-1	766.3086	0.6887934	0.5651669	0.5469515	0.5833117	0	0	1871	103		1871	103		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816809		15403	-1	-1	1854	112	-1	4.506454	-1	766.2949	0.6889507	0.5652511	0.5470697	0.5833762	0	0	1854	112		1854	112		0				24	1862	108	15111	292									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816841		15435	-1	-1	1742	133	-1	4.569931	-1	765.876	0.6897059	0.5654482	0.547699	0.5832298	0	0	1742	133		1742	133		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816873		15468	905	187	1199	323	4.373337	4.616028	763.2814	764.9617	0.6919952	0.5668329	0.5504563	0.5836468	0	0	1052	255		1052	255		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816896		15500	758	262	-1	-1	4.349594	-1	763.2849	-1	0.6928744	0.5673649	-1	-1	0	4	758	262		758	262		0				25	750	270	15500	107									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816918		15532	757	266	-1	-1	4.357071	-1	763.256	-1	0.6931943	0.5673539	-1	-1	0	4	757	266		757	266		0				25	750	270	15500	107									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816941		15557	741	268	-1	-1	4.355087	-1	763.4545	-1	0.6934054	0.5673461	-1	-1	0	4	741	268		741	268		0				25	750	270	15500	107									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816966		15582	755	274	-1	-1	4.323364	-1	763.2823	-1	0.6935371	0.5672688	-1	-1	0	4	755	274		755	274		0				25	750	270	15500	107									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190816991		15607	740	281	-1	-1	4.345291	-1	763.2594	-1	0.6936172	0.5672247	-1	-1	0	4	740	281		740	281		0				25	750	270	15500	107									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817016		15633	733	300	-1	-1	4.323364	-1	763.4452	-1	0.6937558	0.5671467	-1	-1	0	4	733	300		733	300		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817042		15658	726	274	-1	-1	4.337769	-1	763.4705	-1	0.693855	0.5671991	-1	-1	0	4	726	274		726	274		0				26	718	288	15658	102									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817068		15684	710	280	-1	-1	4.296494	-1	763.2226	-1	0.6939741	0.5672157	-1	-1	0	4	710	280		710	280		0				26	718	288	15658	102									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817093		15709	717	299	-1	-1	4.325577	-1	763.4167	-1	0.694129	0.5672501	-1	-1	0	4	717	299		717	299		0				26	718	288	15658	102									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817120		15735	708	282	-1	-1	4.324905	-1	763.4284	-1	0.6942248	0.5672354	-1	-1	0	4	708	282		708	282		0				26	718	288	15658	102									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817146		15760	728	306	-1	-1	4.329163	-1	763.2448	-1	0.6942884	0.5670719	-1	-1	0	4	728	306		728	306		0				26	718	288	15658	102									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817182		15786	641	326	1055	426	4.348877	4.65239	763.1513	764.4248	0.6944703	0.5670675	0.5522241	0.5834874	0	0	848	376		848	376		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817214		15812	419	400	852	459	4.320084	4.679886	763.2206	764.8553	0.6951111	0.567064	0.5531739	0.583517	0	0	636	430		636	430		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817246		15841	423	395	859	445	4.326035	4.686966	763.1329	764.8096	0.6952357	0.566858	0.5532397	0.5833932	0	0	641	420		641	420		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817279		15873	423	379	841	435	4.340714	4.653244	763.334	764.5784	0.69546	0.5666623	0.5533229	0.5832668	0	0	632	407		632	407		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817312		15905	418	398	839	462	4.322647	4.686035	763.288	764.5194	0.6957436	0.5664482	0.5535653	0.5831382	0	0	628	430		628	430		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817343		15937	418	397	868	462	4.344757	4.703094	762.9986	764.5004	0.695969	0.5662557	0.5539243	0.5831384	0	0	643	430		643	430		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817375		15970	409	395	849	445	4.3479	4.704041	763.179	764.2061	0.6961678	0.5657672	0.5540043	0.5829034	0	0	629	420		629	420		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817407		16002	425	386	842	461	4.366119	4.704926	762.8444	763.6462	0.6960785	0.5651374	0.5538973	0.5825716	0	0	634	424		634	424		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817440		16034	421	388	871	457	4.35376	4.723511	762.7055	763.1477	0.6958956	0.5645727	0.5536355	0.5823655	0	0	646	422		646	422		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817472		16067	421	373	853	460	4.339462	4.713287	762.4769	762.9857	0.6955522	0.5640091	0.5532655	0.5820595	0	0	637	416		637	416		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817504		16099	439	376	862	452	4.418106	4.740692	762.2263	763.0425	0.6951952	0.5635759	0.5529228	0.5818294	0	0	650	414		650	414		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817536		16131	424	380	850	455	4.386688	4.735275	761.7574	762.9294	0.6949111	0.563082	0.5525823	0.5813769	0	0	637	418		637	418		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817570		16163	434	390	854	454	4.37561	4.73024	761.5331	762.6977	0.6947927	0.5627121	0.5523741	0.5809329	0	0	644	422		644	422		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817602		16196	441	390	862	472	4.36293	4.681244	761.3569	762.7127	0.6947989	0.562518	0.552337	0.5804887	0	0	652	431		652	431		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817633		16228	421	389	855	467	4.383743	4.695023	761.1111	762.5939	0.6949434	0.562283	0.5524219	0.5799802	0	0	638	428		638	428		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817665		16260	437	384	873	448	4.389694	4.699677	760.8781	762.4985	0.6952749	0.5622321	0.5526916	0.5796041	0	0	655	416		655	416		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817698		16292	438	394	850	457	4.396622	4.722427	760.6277	762.3907	0.695669	0.5621994	0.5529363	0.5792218	0	0	644	426		644	426		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817730		16324	430	392	855	449	4.400391	4.697937	760.4169	762.3599	0.6960443	0.5621138	0.5532362	0.5788517	0	0	642	420		642	420		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817762		16357	436	394	851	444	4.399277	4.722183	760.0156	762.2894	0.6961988	0.5621714	0.5533038	0.5787634	0	0	644	419		644	419		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817794		16389	450	403	861	453	4.393951	4.673874	759.5344	762.3642	0.6960298	0.5622653	0.5531355	0.5787521	0	0	656	428		656	428		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817826		16421	431	393	852	454	4.381454	4.721954	759.486	762.4339	0.6957415	0.562586	0.5527885	0.5789372	0	0	642	424		642	424		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817858		16453	446	392	859	452	4.377426	4.716263	759.0837	762.4815	0.6954494	0.5629863	0.5524462	0.5792519	0	0	652	422		652	422		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817892		16485	432	405	871	440	4.386841	4.718826	758.9812	762.6631	0.6952304	0.5633339	0.5523065	0.5794396	0	0	652	422		652	422		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817923		16518	445	397	880	458	4.409164	4.701981	758.9282	762.739	0.6952504	0.563718	0.5523274	0.579607	0	0	662	428		662	428		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817955		16550	436	402	851	448	4.384369	4.7323	758.9866	763.1069	0.6955251	0.5640464	0.552555	0.579712	0	0	644	425		644	425		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190817988		16582	447	397	857	447	4.334534	4.720261	759.0263	762.884	0.6958901	0.5642622	0.552878	0.5797547	0	0	652	422		652	422		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818020		16615	455	390	870	453	4.361221	4.697693	759.143	762.9055	0.6962955	0.564543	0.5532659	0.5797728	0	0	662	422		662	422		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818052		16647	428	392	871	448	4.361404	4.700073	759.4513	762.9251	0.6966252	0.5647637	0.5536202	0.5798091	0	0	650	420		650	420		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818085		16679	454	412	841	447	4.39035	4.713791	759.5861	763.2075	0.6969008	0.5648427	0.5538508	0.5797695	0	0	648	430		648	430		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818119		16712	425	416	876	449	4.400146	4.713058	759.6752	763.034	0.6969743	0.5648515	0.5539668	0.5797426	0	0	650	432		650	432		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818152		16745	434	405	870	447	4.386078	4.69249	759.7348	763.016	0.6969772	0.5648791	0.5539885	0.5797575	0	0	652	426		652	426		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818185		16778	436	398	852	461	4.405182	4.722412	759.7314	762.9578	0.6969804	0.564853	0.5539877	0.5797668	0	0	644	430		644	430		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818218		16811	423	409	867	446	4.393921	4.735062	759.7402	762.8304	0.697001	0.5648376	0.5540109	0.579815	0	0	645	428		645	428		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818251		16844	423	398	848	451	4.403503	4.719666	759.6806	762.6814	0.6970309	0.5649237	0.5540335	0.57996	0	0	636	424		636	424		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818284		16878	424	409	851	442	4.424225	4.724106	759.6464	762.5926	0.6970524	0.5649273	0.554047	0.5800154	0	0	638	426		638	426		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818316		16911	437	395	855	442	4.424118	4.674759	759.6118	762.5753	0.697068	0.5649735	0.5540594	0.5801556	0	0	646	418		646	418		0				27	645	423	15812	1099									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818348		16943	277	492	731	450	4.343277	4.650177	759.9105	762.71	0.6975287	0.5650269	0.5545123	0.5800483	0	0	504	471		504	471		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818380		16975	6	654	443	547	4.059601	4.467056	760.4768	763.0052	0.6987647	0.5650853	0.5562267	0.5795465	0	0	224	600		224	600		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818412		17007	14	624	288	492	4.247055	4.696198	760.2212	762.7542	0.69932	0.5654868	0.5570812	0.579569	0	0	151	558		151	558		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818445		17039	46	570	-1	-1	4.335632	-1	760.105	-1	0.6992325	0.5656288	0.5559463	0.5777233	0	0	46	570		46	570		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818478		17072	-1	-1	-1	-1	-1	-1	-1	-1	0.6992665	0.5655727	0.5560046	0.5780656	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	KinectScreenshot-Depth-09-40-32	TestImage	ET	20170328_190818510		17104	-1	-1	242	492	-1	4.765976	-1	762.8184	0.6992689	0.5655648	0.5570802	0.5797861	0	0	242	492		242	492		0																	
