#Study : Study 28-03-17 19h04m
#Date : 20170328 19:12:37
#Version : 6.3.6059.1
#TestRunDate : 20170328 19:08:01.306 (-04:00)
#Tracker : Model-Tobii T60, Freq-60Hz, Screen Size(cms)-{Width=33.7, Height=27}, Screen Res-{Width=1920, Height=1080}, Distance(Resp)-60cm 

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	TimeSignal	GazeLeftx	GazeLefty	GazeRightx	GazeRighty	PupilLeft	PupilRight	DistanceLeft	DistanceRight	CameraLeftX	CameraLeftY	CameraRightX	CameraRightY	ValidityLeft	ValidityRight	GazeX	GazeY	GazeAOI	InterpolatedGazeX	InterpolatedGazeY	GazeEventType	GazeVelocityAngle	SaccadeSeq	SaccadeStart	SaccadeDuration	FixationSeq	FixationX	FixationY	FixationStart	FixationDuration	FixationAOI	PostMarker	Annotation	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847584		46181	1902	958	-1	-1	3.444656	-1	765.3923	-1	0.7240572	0.5834113	-1	-1	0	4	1902	958		1902	958		0				21	1911	965	21535	141									
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847618		46212	-1	-1	-1	-1	-1	-1	-1	-1	0.7241096	0.5833632	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847668		46256	1885	952	-1	-1	3.526428	-1	765.2878	-1	0.7241719	0.5833108	-1	-1	0	4	1885	952		1885	952		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847689		46297	1814	1076	-1	-1	3.291901	-1	765.2664	-1	0.724258	0.5833456	-1	-1	0	4	1814	1076		1814	1076		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847738		46340	-1	-1	-1	-1	-1	-1	-1	-1	0.7234109	0.5838843	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847759		46380	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847832		46420	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847842		46459	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847904		46497	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847954		46531	-1	-1	-1	-1	-1	-1	-1	-1	0.7237421	0.5846221	0.7237427	0.5846221	2	2	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190847971		46576	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848036		46623	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848058		46662	-1	-1	-1	-1	-1	-1	-1	-1	0.7244461	0.5849363	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848083		46689	-1	-1	-1	-1	-1	-1	-1	-1	0.7245241	0.5850997	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848104		46714	-1	-1	-1	-1	-1	-1	-1	-1	0.7245663	0.5852326	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848126		46739	-1	-1	-1	-1	-1	-1	-1	-1	0.7245972	0.5853567	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848155		46764	-1	-1	-1	-1	-1	-1	-1	-1	0.7246303	0.5855095	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848177		46789	-1	-1	-1	-1	-1	-1	-1	-1	0.7246507	0.5855641	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848202		46814	-1	-1	-1	-1	-1	-1	-1	-1	0.7246763	0.5857158	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848228		46839	-1	-1	-1	-1	-1	-1	-1	-1	0.7245451	0.5859128	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848261		46865	-1	-1	-1	-1	-1	-1	-1	-1	0.7245734	0.5857133	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848282		46890	-1	-1	-1	-1	-1	-1	-1	-1	0.7245977	0.5855535	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848317		46917	-1	-1	-1	-1	-1	-1	-1	-1	0.7246292	0.5854836	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848340		46943	-1	-1	-1	-1	-1	-1	-1	-1	0.7247262	0.5853493	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848370		46973	-1	-1	-1	-1	-1	-1	-1	-1	0.7247729	0.5853121	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848395		47000	-1	-1	-1	-1	-1	-1	-1	-1	0.7248861	0.5852041	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848421		47028	-1	-1	1101	938	-1	3.390823	-1	767.7104	-1	-1	0.5845976	0.5921412	4	0	1101	938		1101	938		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848445		47056	-1	-1	-1	-1	-1	-1	-1	-1	0.7263327	0.584606	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848466		47078	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848492		47103	-1	-1	-1	-1	-1	-1	-1	-1	0.726361	0.5847551	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848517		47128	-1	-1	-1	-1	-1	-1	-1	-1	0.7263871	0.5848538	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848542		47153	-1	-1	-1	-1	-1	-1	-1	-1	0.7266019	0.5849488	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848565		47178	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848598		47203	-1	-1	1705	969	-1	3.574387	-1	763.009	0.727164	0.5852039	0.7271693	0.5852038	2	2	1705	969		1705	969		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848626		47228	-1	-1	-1	-1	-1	-1	-1	-1	0.727419	0.5853638	0.7274243	0.5853637	2	2	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848655		47253	-1	-1	-1	-1	-1	-1	-1	-1	0.7276185	0.5852689	0.5856202	0.5921003	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848683		47280	-1	-1	1232	1023	-1	2.457291	-1	765.4397	0.7278482	0.5852324	0.5857732	0.5920328	0	0	1232	1023		1232	1023		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848707		47308	-1	-1	-1	-1	-1	-1	-1	-1	0.7281192	0.5849311	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848728		47336	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848759		47361	-1	-1	-1	-1	-1	-1	-1	-1	0.7284605	0.5849879	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848784		47386	-1	-1	-1	-1	-1	-1	-1	-1	0.7285755	0.5849919	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848813		47413	-1	-1	1162	1049	-1	2.594131	-1	764.9713	0.7287577	0.5849901	0.5863334	0.591934	0	0	1162	1049		1162	1049		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848842		47438	-1	-1	-1	-1	-1	-1	-1	-1	0.7286813	0.5851488	0.5863649	0.5920122	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848868		47467	-1	-1	-1	-1	-1	-1	-1	-1	0.7287229	0.5852494	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848897		47496	-1	-1	1180	1073	-1	2.839371	-1	765.0714	0.7287223	0.5852565	0.5863768	0.5921494	0	0	1180	1073		1180	1073		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848926		47521	-1	-1	1217	1043	-1	2.397125	-1	765.1636	0.7287399	0.5853605	0.5863818	0.5922474	0	0	1217	1043		1217	1043		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848957		47551	-1	-1	1169	1062	-1	2.881516	-1	765.4253	0.7287471	0.5853943	0.5864363	0.592352	0	0	1169	1062		1169	1062		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190848982		47580	-1	-1	-1	-1	-1	-1	-1	-1	0.7287552	0.5854946	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849007		47608	-1	-1	-1	-1	-1	-1	-1	-1	0.7287831	0.5855156	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849034		47635	-1	-1	-1	-1	-1	-1	-1	-1	0.7287677	0.5854893	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849060		47661	-1	-1	-1	-1	-1	-1	-1	-1	0.72874	0.5854599	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849086		47687	-1	-1	-1	-1	-1	-1	-1	-1	0.7287548	0.5854571	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849112		47713	-1	-1	-1	-1	-1	-1	-1	-1	0.7287449	0.5854354	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849138		47739	-1	-1	-1	-1	-1	-1	-1	-1	0.7287449	0.5854132	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849167		47765	-1	-1	-1	-1	-1	-1	-1	-1	0.7287587	0.5854842	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849192		47792	-1	-1	-1	-1	-1	-1	-1	-1	0.728817	0.5855429	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849221		47818	-1	-1	1168	984	-1	3.125122	-1	765.6785	0.7289246	0.5856176	0.5866773	0.5925199	0	0	1168	984		1168	984		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849247		47845	-1	-1	-1	-1	-1	-1	-1	-1	0.7289363	0.5856264	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849273		47873	-1	-1	-1	-1	-1	-1	-1	-1	0.7289315	0.5856958	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849300		47900	-1	-1	-1	-1	-1	-1	-1	-1	0.7288736	0.5856916	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849326		47926	-1	-1	-1	-1	-1	-1	-1	-1	0.728786	0.5856836	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849352		47953	-1	-1	-1	-1	-1	-1	-1	-1	0.7287481	0.5856746	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849378		47979	-1	-1	-1	-1	-1	-1	-1	-1	0.7286837	0.5856684	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849407		48005	-1	-1	-1	-1	-1	-1	-1	-1	0.7286372	0.5856062	0.5863991	0.5925265	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849435		48031	-1	-1	1206	1074	-1	2.771622	-1	765.6312	0.7285761	0.5855379	0.5862921	0.5925324	0	0	1206	1074		1206	1074		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849465		48060	-1	-1	-1	-1	-1	-1	-1	-1	0.7284932	0.5854211	0.5861941	0.5925034	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849494		48089	-1	-1	-1	-1	-1	-1	-1	-1	0.7283646	0.5853562	0.5860585	0.5924978	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849523		48118	-1	-1	1230	1075	-1	2.780014	-1	765.4893	0.7283143	0.5853112	0.5859531	0.5924974	0	0	1230	1075		1230	1075		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849552		48146	-1	-1	-1	-1	-1	-1	-1	-1	0.728319	0.5853376	0.585945	0.5925239	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849580		48176	-1	-1	-1	-1	-1	-1	-1	-1	0.7283728	0.5854219	0.586037	0.5926121	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849607		48205	-1	-1	-1	-1	-1	-1	-1	-1	0.7284446	0.5855148	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849635		48234	-1	-1	-1	-1	-1	-1	-1	-1	0.7285393	0.5856133	0.5861832	0.5927699	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849664		48260	-1	-1	1160	1057	-1	2.875793	-1	765.3497	0.7285969	0.585664	0.5862103	0.5928141	0	0	1160	1057		1160	1057		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849695		48288	-1	-1	1222	1069	-1	2.732498	-1	765.3917	0.7286552	0.5857075	0.5862702	0.5928728	0	0	1222	1069		1222	1069		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849723		48317	-1	-1	1161	1073	-1	2.895462	-1	765.3619	0.72873	0.5856801	0.5863562	0.5928241	0	0	1161	1073		1161	1073		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849752		48346	-1	-1	1151	993	-1	3.246628	-1	765.3727	0.7288169	0.5857264	0.5865199	0.5928563	0	0	1151	993		1151	993		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849779		48375	-1	-1	1152	1006	-1	3.232681	-1	765.4291	0.7289899	0.5857056	0.5866252	0.592759	0	0	1152	1006		1152	1006		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849809		48404	-1	-1	-1	-1	-1	-1	-1	-1	0.7291053	0.5857315	0.5867347	0.5927392	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849838		48433	-1	-1	-1	-1	-1	-1	-1	-1	0.7292157	0.585695	0.5868558	0.5926332	0	0	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849858		48462	-1	-1	-1	-1	-1	-1	-1	-1	0.7294139	0.5856923	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849880		48491	-1	-1	-1	-1	-1	-1	-1	-1	0.7296253	0.5857975	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849905		48516	-1	-1	-1	-1	-1	-1	-1	-1	0.7298666	0.5858812	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849930		48541	-1	-1	-1	-1	-1	-1	-1	-1	0.7300302	0.5859065	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849956		48566	-1	-1	-1	-1	-1	-1	-1	-1	0.7301754	0.5859402	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190849985		48591	-1	-1	-1	-1	-1	-1	-1	-1	0.730235	0.5859815	-1	-1	0	4	-1	-1		-1	-1		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850020		48616	-1	-1	1109	1047	-1	2.334946	-1	763.8682	0.7315587	0.5856875	0.5888898	0.5921968	0	0	1109	1047		1109	1047		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850040		48641	-1	-1	647	1007	-1	2.300812	-1	764.6436	-1	-1	0.5904949	0.5918585	4	0	647	1007		647	1007		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850067		48673	-1	-1	590	950	-1	2.890686	-1	764.5862	0.7341072	0.5853114	0.5918818	0.5913716	0	0	590	950		590	950		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850096		48698	627	1035	627	950	2.967972	2.985703	762.0658	764.5872	0.7341163	0.5853169	0.5918168	0.5914088	0	0	627	992		627	992		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850126		48723	692	1035	761	950	3.166718	3.330246	761.9907	764.1128	0.7341376	0.5852371	0.5916318	0.5914622	0	0	726	992		726	992		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850155		48750	809	949	788	947	3.331451	3.478622	761.9395	763.9446	0.734118	0.5852829	0.5915342	0.5915195	0	0	798	948		798	948		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850186		48778	885	955	-1	-1	3.444992	-1	761.9785	-1	0.7340759	0.5852408	-1	-1	0	4	885	955		885	955		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850215		48808	860	974	603	907	3.410675	3.082352	761.8998	764.2047	0.734041	0.585146	0.5913948	0.5914392	0	0	732	940		732	940		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850246		48839	659	1068	674	932	3.010406	3.276978	761.6899	764.1893	0.7339861	0.585159	0.5913613	0.5913912	0	0	666	1000		666	1000		0																	
Study 28-03-17 19h04m	20170328	Anonymous 28-03-17 19h04m	19	MALE	WIN_20170322_13_31_04_Pro	TestImage	ET	20170328_190850274		48868	689	983	722	933	3.104553	3.337814	761.6637	763.9808	0.7339556	0.5851182	0.5912902	0.5913625	0	0	706	958		706	958		0																	
